nCount, LINE_SEG_NBR,MILEPOST,TRACK_SDTK_NBR,TSC_CD,CLASS,TEST_FSPD,TEST_PSPD,DFCT_TYPE,TIMEGAP, DEF_PRTY1, DEF_PRTY2, DEF_LGTH1, DEF_LGTH2, DEF_AMPLTD1, DEF_AMPLTD2, NosOfInsp,TOT_DFLT_MGT
798,1,67.4908,0,T,5,70,0,SURFACE,12,YEL,YEL,2,3,-1.01,-1.01,1,2.27834
799,1,67.4908,0,T,5,70,0,SURFACE,19,YEL,YEL,3,4,-1.02,-1.04,1,2.82023
800,1,67.8508,0,T,5,70,0,SURFACE,28,RED,RED,21,16,-1.79,-1.53,1,5.01555
801,1,67.8508,0,T,5,70,0,SURFACE,8,RED,RED,16,10,-1.53,-1.32,1,3.17503
802,1,67.8508,0,T,5,70,0,SURFACE,38,YEL,YEL,4,4,-1.08,-1.08,1,8.05805
803,1,68.3639,0,T,5,70,0,SURFACE,41,YEL,YEL,3,5,-1.02,-1.13,1,7.67491
804,1,69.8653,0,T,5,70,0,SURFACE,8,RED,RED,12,9,-1.4,-1.31,1,3.17503
805,1,69.9917,0,T,5,70,0,SURFACE,77,YEL,YEL,2,4,-1,-1,1,13.4609
806,1,70.0406,0,T,5,70,0,SURFACE,41,YEL,YEL,2,2,-1,-1.01,1,7.67491
807,1,70.127,0,T,5,70,0,SURFACE,77,YEL,YEL,5,8,-1.04,-1.18,1,13.4609
808,1,71.0206,0,T,5,70,0,SURFACE,77,YEL,YEL,6,7,-1.18,-1.23,1,13.4609
809,1,71.0206,0,T,5,70,0,SURFACE,31,YEL,YEL,8,6,-1.11,-1.09,1,5.85681
810,1,71.0206,0,T,5,70,0,SURFACE,55,YEL,YEL,3,3,-1.04,-1.01,1,11.037
811,1,71.0965,0,T,5,70,0,SURFACE,31,YEL,YEL,5,5,-1.05,-1.13,1,5.85681
812,1,71.0965,0,T,5,70,0,SURFACE,12,YEL,YEL,5,5,-1.13,-1.08,1,2.27834
813,1,71.1976,0,T,5,70,0,SURFACE,41,YEL,YEL,9,12,-1.16,-1.21,1,7.67491
814,1,72.7454,0,T,5,70,0,SURFACE,28,YEL,RED,5,4,-1.07,-1.27,1,5.01555
815,1,72.8902,0,T,5,70,0,SURFACE,89,YEL,RED,4,9,-1.21,-1.42,1,18.1755
816,1,73.8357,0,T,5,70,0,SURFACE,39,YEL,YEL,8,6,-1.12,-1.07,1,7.61846
817,1,73.8357,0,T,5,70,0,SURFACE,42,YEL,YEL,6,6,-1.07,-1.07,1,9.84021
818,1,73.858,0,T,5,70,0,SURFACE,38,YEL,YEL,9,7,-1.21,-1.17,1,6.86665
819,1,74.7624,0,T,5,70,0,SURFACE,48,YEL,YEL,4,5,-1.04,-1.07,1,8.47388
820,1,74.7624,0,T,5,70,0,SURFACE,77,YEL,YEL,5,3,-1.07,-1.02,1,13.4634
821,1,74.7624,0,T,5,70,0,SURFACE,41,YEL,YEL,2,6,-1,-1.08,1,7.67478
822,1,74.7624,0,T,5,70,0,SURFACE,73,YEL,RED,3,4,-1.06,-1.26,1,14.1262
823,1,74.7624,0,T,5,70,0,SURFACE,39,YEL,YEL,3,4,-1.09,-1.12,1,7.61846
824,1,74.7624,0,T,5,70,0,SURFACE,39,YEL,YEL,2,6,-1.01,-1.14,1,7.54927
825,1,75.4727,0,C,5,70,0,SURFACE,41,YEL,YEL,5,9,-1.08,-1.16,1,7.67478
826,1,76.2727,0,T,5,70,0,SURFACE,14,YEL,YEL,4,11,-1.05,-1.24,1,2.16019
827,1,76.2727,0,T,5,70,0,SURFACE,8,RED,RED,7,8,-1.39,-1.35,1,3.17368
828,1,76.2727,0,T,5,70,0,SURFACE,25,RED,RED,8,3,-1.35,-1.28,1,3.77197
829,1,76.4044,0,T,5,70,0,SURFACE,28,YEL,YEL,8,1,-1.09,-1.01,1,5.01427
830,1,76.6822,0,T,5,70,0,SURFACE,14,YEL,RED,11,13,-1.18,-1.39,1,2.16019
831,1,76.6822,0,T,5,70,0,SURFACE,72,YEL,RED,3,7,-1.04,-1.36,1,12.7271
832,1,76.6822,0,T,5,70,0,SURFACE,54,RED,RED,7,9,-1.36,-1.59,1,9.82117
833,1,76.6822,0,T,5,70,0,SURFACE,25,YEL,RED,12,8,-1.25,-1.34,1,3.77197
834,1,77.2944,0,T,5,70,0,SURFACE,41,YEL,YEL,9,5,-1.15,-1.05,1,7.67478
835,1,78.3058,0,T,5,70,0,SURFACE,77,YEL,YEL,8,10,-1.09,-1.22,1,13.4636
836,1,78.3985,0,T,5,70,0,SURFACE,49,YEL,YEL,4,5,-1.02,-1.03,1,10.153
837,1,78.3985,0,T,5,70,0,SURFACE,25,YEL,YEL,11,11,-1.18,-1.23,1,3.77197
838,1,78.8442,0,T,5,70,0,SURFACE,31,RED,RED,7,10,-1.39,-1.45,1,5.84581
839,1,79,0,T,5,70,0,SURFACE,41,YEL,RED,8,9,-1.2,-1.38,1,7.67478
840,1,79.2574,0,T,5,70,0,SURFACE,35,YEL,YEL,1,2,-1,-1.02,1,5.47912
841,1,79.3894,0,T,5,70,0,SURFACE,35,YEL,YEL,5,3,-1.04,-1.02,1,5.47912
842,1,80.1798,0,T,5,70,0,SURFACE,25,RED,RED,9,11,-1.89,-2.01,1,3.77197
843,1,80.4506,0,T,5,70,0,SURFACE,39,RED,RED,8,10,-2.04,-2.39,1,8.00983
844,1,81.3034,0,T,5,70,0,SURFACE,14,YEL,YEL,3,7,-1.1,-1.24,1,2.16019
845,1,81.3034,0,T,5,70,0,SURFACE,72,YEL,YEL,8,8,-1.08,-1.11,1,12.7271
846,1,81.3521,0,T,5,70,0,SURFACE,77,RED,RED,6,7,-1.37,-1.46,1,13.4636
847,1,82.4195,0,T,5,70,0,SURFACE,19,YEL,YEL,6,8,-1.07,-1.12,1,2.81987
848,1,82.8044,0,T,5,70,0,SURFACE,48,YEL,YEL,8,10,-1.08,-1.1,1,8.47391
849,1,82.8684,0,T,5,70,0,SURFACE,25,YEL,YEL,8,4,-1.13,-1.06,1,3.77197
850,1,83.6933,0,T,5,70,0,SURFACE,25,YEL,YEL,4,6,-1.02,-1.06,1,3.77197
851,1,83.9251,0,T,5,70,0,SURFACE,49,YEL,YEL,6,7,-1.11,-1.11,1,10.153
852,1,83.9251,0,T,5,70,0,SURFACE,25,YEL,YEL,6,5,-1.04,-1.04,1,3.77197
853,1,84.0134,0,T,5,70,0,SURFACE,48,YEL,YEL,5,5,-1.1,-1.09,1,8.47391
854,1,84.0134,0,T,5,70,0,SURFACE,77,YEL,RED,5,8,-1.09,-1.35,1,13.4636
855,1,84.0134,0,T,5,70,0,SURFACE,31,YEL,YEL,4,6,-1.08,-1.1,1,5.84581
856,1,84.0134,0,T,5,70,0,SURFACE,12,YEL,YEL,6,5,-1.1,-1.13,1,2.27441
857,1,84.0134,0,T,5,70,0,SURFACE,49,YEL,YEL,7,8,-1.18,-1.23,1,10.153
858,1,84.0134,0,T,5,70,0,SURFACE,105,YEL,YEL,3,7,-1.04,-1.16,1,21.4502
859,1,84.6335,0,T,5,70,0,SURFACE,25,YEL,YEL,4,5,-1.02,-1.05,1,3.77197
860,1,84.655,0,T,5,70,0,SURFACE,12,YEL,YEL,1,6,-1,-1.02,1,2.27441
861,1,85.2744,0,T,5,70,0,SURFACE,48,YEL,YEL,5,1,-1.04,-1,1,8.47391
862,1,85.2744,0,T,5,70,0,SURFACE,77,YEL,YEL,1,2,-1,-1,1,13.4636
863,1,85.7201,0,T,5,70,0,SURFACE,25,RED,RED,10,12,-1.34,-1.39,1,3.76978
864,1,87.3617,0,T,5,70,0,SURFACE,48,YEL,YEL,5,5,-1.02,-1.04,1,8.47046
865,1,87.3617,0,T,5,70,0,SURFACE,77,YEL,YEL,5,7,-1.04,-1.1,1,13.4606
866,1,87.3827,0,T,5,70,0,SURFACE,55,YEL,YEL,1,5,-1.04,-1.18,1,11.0357
867,1,87.3827,0,T,5,70,0,SURFACE,105,YEL,RED,5,6,-1.18,-1.36,1,21.4389
868,1,87.4481,0,T,5,70,0,SURFACE,28,YEL,YEL,3,3,-1.15,-1.1,1,5.00722
869,1,87.4748,0,T,5,70,0,SURFACE,167,YEL,RED,1,20,-1.02,-1.99,1,31.3697
870,1,87.4748,0,T,5,70,0,SURFACE,55,YEL,YEL,6,2,-1.05,-1.01,1,11.0357
871,1,87.4748,0,T,5,70,0,SURFACE,105,YEL,YEL,2,4,-1.01,-1.03,1,21.4389
872,1,87.9923,0,T,5,70,0,SURFACE,77,YEL,RED,5,8,-1.04,-1.28,1,13.4586
873,1,88.2829,0,T,5,70,0,SURFACE,25,YEL,YEL,7,7,-1.06,-1.08,1,3.7677
874,1,88.4427,0,T,5,70,0,SURFACE,89,YEL,RED,1,11,-1.01,-1.48,1,18.1646
875,1,88.5518,0,T,5,70,0,SURFACE,25,YEL,YEL,9,10,-1.08,-1.09,1,3.7677
876,1,89.9388,0,T,5,70,0,SURFACE,14,YEL,YEL,7,5,-1.08,-1.08,1,2.15793
877,1,89.9388,0,T,5,70,0,SURFACE,72,YEL,YEL,6,4,-1.11,-1.06,1,12.708
878,1,89.9388,0,T,5,70,0,SURFACE,54,YEL,YEL,4,7,-1.06,-1.19,1,9.80489
879,1,89.9388,0,T,5,70,0,SURFACE,31,YEL,YEL,7,8,-1.19,-1.25,1,5.84118
880,1,89.9388,0,T,5,70,0,SURFACE,12,YEL,RED,8,4,-1.25,-1.26,1,2.2733
881,1,89.9388,0,T,5,70,0,SURFACE,39,YEL,RED,7,8,-1.11,-1.33,1,7.62408
882,1,90.727,0,T,5,70,0,SURFACE,49,YEL,RED,9,8,-1.23,-1.34,1,10.1106
883,1,112.377,0,T,4,60,0,SURFACE,68,YEL,RED,5,11,-1.82,-2.09,1,11.315
884,1,153.44,0,T,4,60,0,SURFACE,14,YEL,RED,7,12,-1.85,-2.28,1,2.15298
885,1,225.121,0,T,4,60,0,SURFACE,25,YEL,YEL,8,11,-1.84,-1.99,1,3.76068
886,2,21.2548,0,T,5,70,79,SURFACE,133,YEL,YEL,5,3,-1.2,-1.03,1,30.3403
887,2,21.5866,0,T,5,70,79,SURFACE,27,YEL,YEL,4,1,-1.22,-1.05,1,3.59946
888,2,21.6137,0,T,5,70,79,SURFACE,30,YEL,YEL,2,3,-1.02,-1.08,1,4.73892
889,2,21.6686,0,T,5,70,79,SURFACE,35,YEL,YEL,3,5,-1.09,-1.14,1,4.30611
890,2,23.0609,0,T,5,70,79,SURFACE,43,YEL,YEL,4,3,-1.07,-1.07,1,8.19743
891,2,23.0609,0,T,5,70,79,SURFACE,103,YEL,YEL,3,4,-1.05,-1.2,1,17.2553
892,2,23.0609,0,T,5,70,79,SURFACE,30,YEL,YEL,3,2,-1.03,-1.15,1,4.72252
893,2,23.0871,0,T,5,70,79,SURFACE,31,RED,RED,6,7,-1.51,-1.43,1,5.18671
894,2,24.3665,0,T,5,70,79,SURFACE,40,RED,RED,9,5,-1.86,-1.45,1,6.38294
895,2,34.5569,0,C,5,70,79,SURFACE,57,YEL,RED,4,6,-1.14,-1.42,1,11.1973
896,2,37.8371,0,T,5,70,79,SURFACE,13,YEL,RED,9,5,-1.25,-1.26,1,4.07186
897,2,39.8886,0,T,5,70,79,SURFACE,41,YEL,YEL,8,9,-1.14,-1.12,1,6.23725
898,2,40.2539,0,T,5,70,79,SURFACE,41,YEL,YEL,4,5,-1.06,-1.04,1,8.21021
899,2,45.1414,0,T,5,70,79,SURFACE,41,YEL,YEL,9,9,-1.14,-1.16,1,7.88084
900,2,46.2093,0,T,5,70,79,SURFACE,41,YEL,YEL,3,3,-1.1,-1.04,1,8.21021
901,2,46.6521,0,T,5,70,79,SURFACE,65,YEL,YEL,3,5,-1.04,-1.23,1,15.3806
902,2,46.7471,0,T,5,70,70,SURFACE,13,YEL,YEL,4,7,-1.13,-1.17,1,4.10726
903,2,46.7471,0,T,5,70,70,SURFACE,35,YEL,YEL,7,7,-1.17,-1.12,1,5.36251
904,2,46.7471,0,T,5,70,70,SURFACE,21,YEL,YEL,7,1,-1.12,-1,1,3.56271
905,2,46.7471,0,T,5,70,70,SURFACE,20,YEL,YEL,1,8,-1,-1.17,1,4.0826
906,2,46.7471,0,T,5,70,70,SURFACE,71,YEL,YEL,8,8,-1.17,-1.17,1,13.8292
907,2,46.8601,0,T,5,70,79,SURFACE,52,YEL,YEL,3,7,-1.01,-1.1,1,10.857
908,2,48.9365,0,T,5,70,79,SURFACE,13,YEL,RED,9,11,-1.19,-1.31,1,4.10726
909,2,52.3346,0,T,5,70,79,SURFACE,71,YEL,YEL,2,4,-1.01,-1.17,1,10.6759
910,2,52.3346,0,T,5,70,79,SURFACE,103,YEL,YEL,2,5,-1.07,-1.18,1,16.1495
911,2,52.3346,0,T,5,70,79,SURFACE,83,YEL,YEL,5,5,-1.18,-1.2,1,12.5046
912,2,53.0695,0,T,5,70,79,SURFACE,71,YEL,YEL,2,2,-1.05,-1.06,1,10.6759
913,2,53.0695,0,T,5,70,79,SURFACE,113,YEL,YEL,2,1,-1.06,-1,1,17.8026
914,2,53.0695,0,T,5,70,79,SURFACE,57,YEL,YEL,1,4,-1,-1.11,1,9.06144
915,2,53.5424,0,T,5,70,79,SURFACE,164,YEL,RED,3,13,-1.03,-1.4,1,24.142
916,2,54.2905,0,T,5,70,79,SURFACE,29,YEL,RED,8,7,-1.22,-1.43,1,4.46991
917,2,56.4211,0,T,5,70,79,SURFACE,48,YEL,YEL,15,2,-1.17,-1,1,7.88644
918,2,56.4211,0,T,5,70,79,SURFACE,13,YEL,YEL,2,5,-1,-1.05,1,3.98788
919,2,56.4211,0,T,5,70,79,SURFACE,35,YEL,YEL,5,2,-1.05,-1.01,1,5.1602
920,2,61.5,0,T,5,70,79,SURFACE,41,YEL,YEL,6,7,-1.1,-1.1,1,5.79329
921,2,61.91,0,T,5,70,79,SURFACE,103,YEL,RED,3,8,-1.07,-1.35,1,15.909
922,2,61.91,0,T,5,70,79,SURFACE,41,RED,RED,8,8,-1.35,-1.41,1,5.79329
923,2,64.5484,0,T,5,70,70,SURFACE,71,YEL,YEL,1,2,-1,-1,1,13.1417
924,2,64.5484,0,T,5,70,70,SURFACE,103,YEL,RED,6,10,-1.14,-1.27,1,19.0777
925,2,64.5484,0,T,5,70,70,SURFACE,41,RED,RED,10,9,-1.27,-1.3,1,7.00634
926,2,64.5484,0,T,5,70,70,SURFACE,42,RED,RED,9,10,-1.3,-1.28,1,8.55643
927,2,68.5753,0,T,5,70,79,SURFACE,42,YEL,YEL,2,4,-1.04,-1.09,1,8.55643
928,2,68.7302,0,T,5,70,79,SURFACE,50,YEL,YEL,3,5,-1.08,-1.11,1,8.61954
929,2,81.0423,0,T,5,70,79,SURFACE,41,YEL,YEL,4,5,-1.05,-1.08,1,6.65171
930,2,81.0423,0,T,5,70,79,SURFACE,42,YEL,YEL,5,5,-1.08,-1.18,1,8.13267
931,2,81.0423,0,T,5,70,79,SURFACE,31,YEL,YEL,5,5,-1.18,-1.12,1,5.24658
932,2,92,0,T,5,70,79,SURFACE,13,RED,RED,3,6,-1.28,-1.39,1,3.97631
933,2,92,0,T,5,70,79,SURFACE,35,RED,RED,6,4,-1.39,-1.4,1,5.13533
934,2,92.0613,0,T,5,70,79,SURFACE,103,YEL,YEL,7,2,-1.2,-1.01,1,17.9807
935,2,92.0613,0,T,5,70,79,SURFACE,41,YEL,YEL,2,1,-1.01,-1,1,6.5379
936,2,92.0613,0,T,5,70,79,SURFACE,42,YEL,YEL,1,4,-1,-1.03,1,8.00862
937,2,92.0613,0,T,5,70,79,SURFACE,31,YEL,YEL,4,2,-1.03,-1.03,1,5.13068
938,2,92.0613,0,T,5,70,79,SURFACE,133,YEL,YEL,2,3,-1.03,-1,1,23.8559
939,2,92.0613,0,T,5,70,79,SURFACE,50,YEL,RED,7,11,-1.17,-1.27,1,7.81343
940,2,92.4055,0,T,5,70,79,SURFACE,71,YEL,RED,1,2,-1.01,-1.26,1,12.9714
941,2,93.2005,0,T,5,70,79,SURFACE,29,YEL,YEL,7,3,-1.18,-1.02,1,4.75761
942,2,93.2346,0,T,5,70,79,SURFACE,48,YEL,RED,5,13,-1.1,-2.25,1,7.69904
943,2,93.4836,0,T,5,70,79,SURFACE,13,YEL,YEL,2,3,-1.04,-1.06,1,3.97631
944,2,93.4836,0,T,5,70,79,SURFACE,35,YEL,YEL,3,5,-1.06,-1.15,1,5.13533
945,2,93.4836,0,T,5,70,79,SURFACE,71,RED,RED,4,4,-1.33,-1.31,1,12.9714
946,2,93.5213,0,T,5,70,79,SURFACE,71,YEL,RED,4,4,-1.1,-1.38,1,12.9714
947,2,93.807,0,T,5,70,79,SURFACE,71,YEL,RED,6,6,-1.21,-1.45,1,12.9714
948,2,93.9144,0,T,5,70,79,SURFACE,113,RED,RED,5,5,-1.39,-1.29,1,20.4082
949,2,94.0793,0,T,5,70,79,SURFACE,103,YEL,RED,5,7,-1.13,-1.3,1,17.9807
950,2,95.4346,0,T,5,70,79,SURFACE,35,YEL,RED,3,4,-1.05,-1.32,1,5.13533
951,2,95.4346,0,T,5,70,79,SURFACE,113,YEL,YEL,6,3,-1.12,-1.08,1,20.4082
952,2,95.4813,0,T,5,70,79,SURFACE,71,YEL,YEL,7,12,-1.04,-1.06,1,12.9714
953,2,95.4813,0,T,5,70,79,SURFACE,113,YEL,YEL,12,16,-1.06,-1.23,1,20.4082
954,2,95.6404,0,T,5,70,79,SURFACE,50,YEL,YEL,5,1,-1.19,-1.01,1,7.81343
955,2,95.6404,0,T,5,70,79,SURFACE,41,YEL,YEL,1,7,-1.01,-1.19,1,6.37863
956,2,95.7399,0,T,5,70,79,SURFACE,41,YEL,YEL,4,5,-1.1,-1.2,1,6.37863
957,2,97.1581,0,T,5,70,79,SURFACE,41,YEL,YEL,1,3,-1,-1.04,1,6.5379
958,2,99.2631,0,T,5,70,79,SURFACE,41,YEL,YEL,4,1,-1.02,-1.01,1,5.50648
959,2,99.2631,0,T,5,70,79,SURFACE,41,YEL,YEL,2,2,-1.01,-1,1,5.10281
960,2,102.113,0,T,5,70,79,SURFACE,50,RED,RED,10,10,-1.56,-2.01,1,7.69249
961,2,102.54,0,C,5,70,79,SURFACE,103,YEL,RED,11,9,-1.14,-1.3,1,17.8129
962,2,103.183,0,T,5,70,79,SURFACE,41,YEL,YEL,6,5,-1.15,-1.16,1,6.46511
963,2,103.183,0,T,5,70,79,SURFACE,41,YEL,YEL,3,2,-1.05,-1.03,1,6.33303
964,2,103.258,0,T,5,70,79,SURFACE,41,YEL,YEL,3,3,-1.05,-1.07,1,6.46511
965,2,103.258,0,T,5,70,79,SURFACE,50,YEL,RED,4,15,-1.18,-2.39,1,7.69249
966,2,103.258,0,T,5,70,79,SURFACE,41,RED,RED,15,9,-2.39,-1.89,1,6.33303
967,2,103.258,0,T,5,70,79,SURFACE,65,YEL,YEL,4,8,-1.12,-1.06,1,13.4428
968,2,103.46,0,T,5,70,79,SURFACE,41,YEL,YEL,5,5,-1.22,-1.1,1,6.33303
969,2,130.524,0,C,5,70,79,SURFACE,41,YEL,YEL,9,12,-1.16,-1.19,1,6.55262
970,2,130.707,0,T,5,70,79,SURFACE,13,YEL,YEL,1,4,-1.01,-1.2,1,3.21488
971,2,130.707,0,T,5,70,79,SURFACE,71,YEL,YEL,3,3,-1.06,-1.06,1,12.4495
972,2,132.238,0,T,5,70,79,SURFACE,32,RED,RED,9,14,-1.36,-1.65,1,5.92484
973,2,132.238,0,T,5,70,79,SURFACE,48,YEL,YEL,8,9,-1.07,-1.1,1,7.27523
974,2,132.238,0,T,5,70,79,SURFACE,13,YEL,RED,9,10,-1.1,-1.33,1,3.21488
975,2,132.238,0,T,5,70,79,SURFACE,35,RED,RED,10,11,-1.33,-1.41,1,4.6737
976,2,132.238,0,T,5,70,79,SURFACE,41,YEL,RED,5,10,-1.1,-1.33,1,6.08912
977,2,132.238,0,T,5,70,79,SURFACE,42,RED,RED,10,9,-1.33,-1.33,1,7.79862
978,2,132.27,0,T,5,70,79,SURFACE,32,YEL,YEL,12,6,-1.22,-1.09,1,5.92484
979,2,132.27,0,T,5,70,79,SURFACE,13,YEL,YEL,11,8,-1.16,-1.11,1,3.21488
980,2,132.27,0,T,5,70,79,SURFACE,35,YEL,RED,8,11,-1.11,-1.31,1,4.6737
981,2,132.27,0,T,5,70,79,SURFACE,77,YEL,RED,8,14,-1.16,-1.47,1,13.61
982,2,134.187,0,T,5,70,79,SURFACE,35,YEL,YEL,3,5,-1.04,-1.06,1,4.44092
983,2,134.187,0,T,5,70,79,SURFACE,41,YEL,YEL,5,4,-1.06,-1.05,1,5.43031
984,2,134.187,0,T,5,70,79,SURFACE,71,YEL,YEL,4,4,-1.05,-1.03,1,10.0259
985,2,135.68,0,T,5,70,79,SURFACE,35,RED,RED,8,9,-1.45,-1.5,1,5.08619
986,2,137.465,0,T,5,70,79,SURFACE,103,YEL,YEL,9,9,-1.15,-1.2,1,16.8512
987,2,137.465,0,T,5,70,79,SURFACE,41,YEL,YEL,9,10,-1.2,-1.15,1,5.80868
988,2,137.465,0,T,5,70,79,SURFACE,42,YEL,YEL,10,9,-1.15,-1.22,1,7.5478
989,2,137.465,0,T,5,70,79,SURFACE,31,YEL,RED,9,7,-1.22,-1.3,1,4.80941
990,2,137.465,0,T,5,70,79,SURFACE,56,YEL,YEL,5,9,-1.02,-1.13,1,9.05827
991,2,137.465,0,T,5,70,79,SURFACE,50,YEL,RED,10,9,-1.13,-1.26,1,6.96757
992,2,137.465,0,T,5,70,79,SURFACE,41,RED,RED,9,16,-1.26,-1.29,1,5.79465
993,2,137.465,0,T,5,70,79,SURFACE,66,YEL,RED,11,4,-1.23,-1.34,1,13.2025
994,2,137.506,0,T,5,70,79,SURFACE,36,YEL,YEL,9,10,-1.17,-1.2,1,7.76774
995,2,137.506,0,T,5,70,79,SURFACE,40,YEL,RED,6,11,-1.07,-1.42,1,5.68457
996,2,142.785,0,T,5,70,79,SURFACE,48,YEL,YEL,5,8,-1.04,-1.08,1,7.42316
997,2,142.785,0,T,5,70,79,SURFACE,13,YEL,YEL,8,10,-1.08,-1.14,1,3.95374
998,2,142.785,0,T,5,70,79,SURFACE,35,YEL,YEL,10,9,-1.14,-1.13,1,5.08619
999,2,142.785,0,T,5,70,79,SURFACE,103,YEL,YEL,5,7,-1.03,-1.06,1,16.8512
1000,2,142.785,0,T,5,70,79,SURFACE,41,YEL,YEL,7,7,-1.06,-1.05,1,5.80868
1001,2,142.785,0,T,5,70,79,SURFACE,42,YEL,YEL,7,5,-1.05,-1.03,1,7.5478
1002,2,143.501,0,T,5,70,79,SURFACE,48,YEL,YEL,3,4,-1.03,-1.05,1,7.42316
1003,2,143.501,0,T,5,70,79,SURFACE,13,YEL,YEL,4,5,-1.05,-1.11,1,3.95374
1004,2,151.453,0,T,5,70,79,SURFACE,32,YEL,YEL,1,3,-1,-1.05,1,5.68789
1005,2,154.295,0,T,5,70,79,SURFACE,43,YEL,YEL,1,3,-1.02,-1.07,1,7.924
1006,2,156.107,0,C,5,70,79,SURFACE,28,YEL,RED,6,6,-1.12,-1.34,1,3.9666
1007,2,156.107,0,C,5,70,79,SURFACE,66,RED,RED,6,8,-1.34,-1.39,1,12.491
1008,2,157.83,0,T,5,70,79,SURFACE,32,YEL,YEL,3,5,-1.04,-1.09,1,5.68789
1009,2,158.722,0,C,5,70,79,SURFACE,42,YEL,YEL,1,1,-1.03,-1.02,1,6.86787
1010,2,158.722,0,C,5,70,79,SURFACE,31,YEL,YEL,1,2,-1.02,-1.01,1,4.37397
1011,2,158.722,0,C,5,70,79,SURFACE,50,YEL,YEL,2,3,-1.03,-1.1,1,6.28658
1012,2,159.16,0,T,5,70,79,SURFACE,126,YEL,YEL,2,4,-1,-1.03,1,21.2975
1013,2,159.232,0,T,5,70,79,SURFACE,164,YEL,YEL,7,8,-1.1,-1.18,1,22.5932
1014,2,159.232,0,T,5,70,79,SURFACE,61,YEL,YEL,8,8,-1.18,-1.24,1,7.42501
1015,2,159.232,0,T,5,70,79,SURFACE,113,YEL,YEL,9,8,-1.24,-1.16,1,15.8561
1016,2,159.232,0,T,5,70,79,SURFACE,56,RED,RED,9,15,-1.37,-1.82,1,7.74696
1017,2,160.637,0,T,5,70,79,SURFACE,35,YEL,YEL,2,6,-1.04,-1.08,1,4.14231
1018,2,160.637,0,T,5,70,79,SURFACE,41,YEL,YEL,6,2,-1.08,-1.07,1,5.26046
1019,2,160.657,0,T,5,70,79,SURFACE,39,YEL,YEL,1,4,-1,-1.12,1,4.16482
1020,2,163,0,T,5,70,79,SURFACE,50,YEL,RED,8,11,-1.06,-1.3,1,6.26322
1021,2,163,0,T,5,70,79,SURFACE,41,RED,RED,11,7,-1.3,-1.27,1,5.29344
1022,2,163,0,T,5,70,79,SURFACE,28,RED,RED,7,8,-1.27,-1.29,1,3.94373
1023,2,163,0,T,5,70,79,SURFACE,66,RED,RED,8,12,-1.29,-1.27,1,12.4322
1024,2,165,0,T,5,70,79,SURFACE,32,YEL,YEL,4,6,-1.05,-1.1,1,5.63382
1025,2,165.129,0,C,5,70,79,SURFACE,48,YEL,YEL,6,7,-1.09,-1.08,1,8.77797
1026,2,165.129,0,C,5,70,79,SURFACE,32,YEL,RED,10,9,-1.24,-1.28,1,5.63382
1027,2,167.438,0,T,5,70,79,SURFACE,48,YEL,YEL,3,4,-1.02,-1.06,1,7.25337
1028,2,167.812,0,T,5,70,79,SURFACE,47,YEL,YEL,3,1,-1.11,-1,1,6.30005
1029,2,168.177,0,T,5,70,79,SURFACE,41,YEL,YEL,5,6,-1.02,-1.12,1,8.12725
1030,2,168.177,0,T,5,70,79,SURFACE,74,YEL,YEL,10,10,-1.16,-1.2,1,12.7497
1031,2,168.568,0,T,5,70,79,SURFACE,40,YEL,YEL,4,7,-1.06,-1.13,1,5.58021
1032,2,168.568,0,T,5,70,79,SURFACE,52,YEL,RED,3,9,-1.02,-1.38,1,9.60694
1033,2,168.746,0,T,5,70,79,SURFACE,40,YEL,YEL,4,6,-1.04,-1.1,1,5.58021
1034,2,169.591,0,T,5,70,79,SURFACE,113,YEL,RED,7,9,-1.09,-1.3,1,18.8076
1035,2,169.591,0,T,5,70,79,SURFACE,74,YEL,RED,7,13,-1.12,-1.58,1,12.7497
1036,2,169.591,0,T,5,70,79,SURFACE,52,YEL,RED,5,11,-1.11,-1.47,1,9.60694
1037,2,170.317,0,C,5,70,79,SURFACE,71,YEL,YEL,4,6,-1.02,-1.03,1,12.1525
1038,2,170.317,0,C,5,70,79,SURFACE,56,YEL,YEL,4,7,-1.03,-1.15,1,9.28176
1039,2,170.317,0,C,5,70,79,SURFACE,47,YEL,YEL,7,11,-1.15,-1.24,1,6.30005
1040,2,170.317,0,C,5,70,79,SURFACE,41,YEL,YEL,11,10,-1.24,-1.24,1,5.25695
1041,2,170.317,0,C,5,70,79,SURFACE,42,YEL,YEL,10,11,-1.24,-1.25,1,6.85089
1042,2,172.346,0,T,5,70,79,SURFACE,39,YEL,RED,3,8,-1.08,-1.4,1,4.1848
1043,2,172.346,0,T,5,70,79,SURFACE,41,YEL,YEL,4,4,-1.05,-1.07,1,4.31733
1044,2,173.613,0,T,5,70,79,SURFACE,127,YEL,YEL,2,1,-1,-1,1,18.9576
1045,2,173.725,0,T,5,70,79,SURFACE,56,YEL,YEL,4,1,-1.08,-1.09,1,7.31748
1046,2,173.747,0,T,5,70,79,SURFACE,41,YEL,YEL,2,4,-1.05,-1.02,1,4.39144
1047,2,173.747,0,T,5,70,79,SURFACE,39,YEL,YEL,6,5,-1.12,-1.1,1,4.1848
1048,2,173.747,0,T,5,70,79,SURFACE,28,RED,RED,7,11,-1.35,-1.58,1,3.27707
